City,State,abbreviation,,,
Culver City,California,CA,,,
Cupertino,California,CA,,,
Cypress,California,CA,,,
Daggett,California,CA,,,
Daly City,California,CA,,,
Dana Point,California,CA,,,
Danville,California,CA,,,
Davis,California,CA,,,
Death Valley,California,CA,,,
Deer Park,California,CA,,,
Del Mar,California,CA,,,
Delano,California,CA,,,
Delhi,California,CA,,,
Del Rio,California,CA,,,
Desert Center,California,CA,,,
Diablo,California,CA,,,
Diamond Bar,California,CA,,,
Diamond Springs,California,CA,,,
Dinuba,California,CA,,,
Dixon,California,CA,,,
Dorris,California,CA,,,
Dos Palos,California,CA,,,
Downey,California,CA,,,
Downieville,California,CA,,,
Duarte,California,CA,,,
Dublin,California,CA,,,
Ducor,California,CA,,,
Dunnigan,California,CA,,,
Dunsmuir,California,CA,,,
Durham,California,CA,,,
Dutch Flat,California,CA,,,
Earlimart,California,CA,,,
Earp,California,CA,,,
Edison,California,CA,,,
El Cajon,California,CA,,,
El Centro,California,CA,,,
El Cerrito,California,CA,,,
El Dorado Hills,California,CA,,,
El Granada,California,CA,,,
El Monte,California,CA,,,
El Segundo,California,CA,,,
El Sobrante,California,CA,,,
Eldridge,California,CA,,,
Elk,California,CA,,,
Elk Creek,California,CA,,,
Elk Grove,California,CA,,,
Elmira,California,CA,,,
Elverta,California,CA,,,
Emeryville,California,CA,,,
Empire,California,CA,,,
Encinitas,California,CA,,,
Escalon,California,CA,,,
Escondido,California,CA,,,
Esparto,California,CA,,,
Etna,California,CA,,,
Eureka,California,CA,,,
Exeter,California,CA,,,
Fair Oaks,California,CA,,,
Fairfax,California,CA,,,
Fairfield,California,CA,,,
Fall River Mills,California,CA,,,
Fallbrook,California,CA,,,
Farmersville,California,CA,,,
Farmington,California,CA,,,
Felton,California,CA,,,
Ferndale,California,CA,,,
Fiddletown,California,CA,,,
Fillmore,California,CA,,,
Firebaugh,California,CA,,,
Five Points,California,CA,,,
Folsom,California,CA,,,
Fontana,California,CA,,,
Forbestown,California,CA,,,
Forest Knolls,California,CA,,,
Forest Ranch,California,CA,,,
Foresthill,California,CA,,,
Forestville,California,CA,,,
Fortuna,California,CA,,,
Fountain Valley,California,CA,,,
Fowler,California,CA,,,
Frazier Park,California,CA,,,
Freedom,California,CA,,,
Fremont,California,CA,,,
French Gulch,California,CA,,,
Fresno,California,CA,,,
Friant,California,CA,,,
Fort Bragg,California,CA,,,
Fort Irwin,California,CA,,,
Fullerton,California,CA,,,
Fulton,California,CA,,,
Galt,California,CA,,,
Garberville,California,CA,,,
Garden Grove,California,CA,,,
Gardena,California,CA,,,
Gazelle,California,CA,,,
Georgetown,California,CA,,,
Geyserville,California,CA,,,
Gilroy,California,CA,,,
Glen Ellen,California,CA,,,
Glendale,California,CA,,,
Glendora,California,CA,,,
Glennville,California,CA,,,
Goleta,California,CA,,,
Gonzales,California,CA,,,
Grand Terrace,California,CA,,,
Grass Valley,California,CA,,,
Greenfield,California,CA,,,
Greenville,California,CA,,,
Greenwood,California,CA,,,
Grenada,California,CA,,,
Gridley,California,CA,,,
Grizzly Flats,California,CA,,,
Groveland,California,CA,,,
Grover Beach,California,CA,,,
Guadalupe,California,CA,,,
Gualala,California,CA,,,
Guerneville,California,CA,,,
Guinda,California,CA,,,
Gustine,California,CA,,,
Hacienda Heights,California,CA,,,
Half Moon Bay,California,CA,,,
Hanford,California,CA,,,
Happy Camp,California,CA,,,
Hawthorne,California,CA,,,
Hayfork,California,CA,,,
Hayward,California,CA,,,
Healdsburg,California,CA,,,
Heber,California,CA,,,
Helendale,California,CA,,,
Hemet,California,CA,,,
Herald,California,CA,,,
Hercules,California,CA,,,
Herlong,California,CA,,,
Hermosa Beach,California,CA,,,
Hesperia,California,CA,,,
Hickman,California,CA,,,
Highland,California,CA,,,
Hilmar,California,CA,,,
Hollister,California,CA,,,
Holtville,California,CA,,,
Homeland,California,CA,,,
Homewood,California,CA,,,
Honeydew,California,CA,,,
Hoopa,California,CA,,,
Hornbrook,California,CA,,,
Hughson,California,CA,,,
Huntington Beach,California,CA,,,
Huntington Park,California,CA,,,
Huron,California,CA,,,
Hydesville,California,CA,,,
Igo,California,CA,,,
Imperial,California,CA,,,
Imperial Beach,California,CA,,,
Independence,California,CA,,,
Indian Wells,California,CA,,,
Indio,California,CA,,,
Inglewood,California,CA,,,
Inverness,California,CA,,,
Ione,California,CA,,,
Irvine,California,CA,,,
Isleton,California,CA,,,
Ivanhoe,California,CA,,,
Jackson,California,CA,,,
Jacumba Hot Springs,California,CA,,,
Jamestown,California,CA,,,
Jamul,California,CA,,,
Jenner,California,CA,,,
Joshua Tree,California,CA,,,
Julian,California,CA,,,
June Lake,California,CA,,,
Kelseyville,California,CA,,,
Kentfield,California,CA,,,
Kenwood,California,CA,,,
Kerman,California,CA,,,
Kernville,California,CA,,,
King City,California,CA,,,
Kings Beach,California,CA,,,
Kings Canyon National Park,California,CA,,,
Kingsburg,California,CA,,,
Klamath,California,CA,,,
Kneeland,California,CA,,,
Knights Landing,California,CA,,,
Knightsen,California,CA,,,
La Canada Flintridge,California,CA,,,
La Crescenta-Montrose,California,CA,,,
La Habra,California,CA,,,
La Honda,California,CA,,,
La Mesa,California,CA,,,
La Mirada,California,CA,,,
La Palma,California,CA,,,
La Puente,California,CA,,,
La Quinta,California,CA,,,
La Verne,California,CA,,,
Ladera Ranch,California,CA,,,
Lafayette,California,CA,,,
Laguna Beach,California,CA,,,
Laguna Hills,California,CA,,,
Laguna Niguel,California,CA,,,
Lake Arrowhead,California,CA,,,
Lake Elsinore,California,CA,,,
Lake Forest,California,CA,,,
Lake Hughes,California,CA,,,
Lake Isabella,California,CA,,,
Lakeport,California,CA,,,
Lakeside,California,CA,,,
Lakewood,California,CA,,,
Lancaster,California,CA,,,
Larkspur,California,CA,,,
Lathrop,California,CA,,,
Laton,California,CA,,,
Lawndale,California,CA,,,
Laytonville,California,CA,,,
Le Grand,California,CA,,,
Lebec,California,CA,,,
Lee Vining,California,CA,,,
Leggett,California,CA,,,
Lemon Cove,California,CA,,,
Lemon Grove,California,CA,,,
Lemoore,California,CA,,,
Lewiston,California,CA,,,
Lincoln,California,CA,,,
Linden,California,CA,,,
Lindsay,California,CA,,,
Littlerock,California,CA,,,
Live Oak,California,CA,,,
Livermore,California,CA,,,
Livingston,California,CA,,,
Lockeford,California,CA,,,
Lodi,California,CA,,,
Loma Linda,California,CA,,,
Lomita,California,CA,,,
Lompoc,California,CA,,,
Lone Pine,California,CA,,,
Long Beach,California,CA,,,
Loomis,California,CA,,,
Los Alamitos,California,CA,,,
Los Altos,California,CA,,,
Los Angeles,California,CA,,,
Los Banos,California,CA,,,
Los Gatos,California,CA,,,
Los Molinos,California,CA,,,
Los Olivos,California,CA,,,
Lost Hills,California,CA,,,
Lower Lake,California,CA,,,
Loyalton,California,CA,,,
Lucerne,California,CA,,,
Lucerne Valley,California,CA,,,
Lynwood,California,CA,,,
Lyoth,California,CA,,,
Mad River,California,CA,,,
Madera,California,CA,,,
Magalia,California,CA,,,
Malibu,California,CA,,,
Mammoth Lakes,California,CA,,,
Manhattan Beach,California,CA,,,
Manteca,California,CA,,,
March Air Reserve Base,California,CA,,,
Marina,California,CA,,,
Marina del Rey,California,CA,,,
Mariposa,California,CA,,,
Markleeville,California,CA,,,
Marshall,California,CA,,,
Martinez,California,CA,,,
Marysville,California,CA,,,
Mather,California,CA,,,
Maxwell,California,CA,,,
Maywood,California,CA,,,
McFarland,California,CA,,,
McKittrick,California,CA,,,
McClellan Park,California,CA,,,
McKinleyville,California,CA,,,
Meadow Vista,California,CA,,,
Mecca,California,CA,,,
Mendocino,California,CA,,,
Mendota,California,CA,,,
Menifee,California,CA,,,
Menlo Park,California,CA,,,
Mentone,California,CA,,,
Merced,California,CA,,,
Meridian,California,CA,,,
Mi-Wuk Village,California,CA,,,
Middletown,California,CA,,,
Midway City,California,CA,,,
Mill Valley,California,CA,,,
Millbrae,California,CA,,,
Millville,California,CA,,,
Milpitas,California,CA,,,
Mira Loma,California,CA,,,
Miramonte,California,CA,,,
Miranda,California,CA,,,
Mission Viejo,California,CA,,,
Moccasin,California,CA,,,
Modesto,California,CA,,,
Mojave,California,CA,,,
Mokelumne Hill,California,CA,,,
Monrovia,California,CA,,,
Montague,California,CA,,,
Montara,California,CA,,,
Montclair,California,CA,,,
Monte Rio,California,CA,,,
Montebello,California,CA,,,
Monterey,California,CA,,,
Monterey Park,California,CA,,,
Moorpark,California,CA,,,
Moraga,California,CA,,,
Moreno Valley,California,CA,,,
Morgan Hill,California,CA,,,
Morro Bay,California,CA,,,
Moss Beach,California,CA,,,
Moss Landing,California,CA,,,
Mount Baldy,California,CA,,,
Mount Hamilton,California,CA,,,
Mount Laguna,California,CA,,,
Mount Shasta,California,CA,,,
Mount Wilson,California,CA,,,
Mountain View,California,CA,,,
Murrieta,California,CA,,,
Napa,California,CA,,,
National City,California,CA,,,
Navarro,California,CA,,,
Needles,California,CA,,,
Nevada City,California,CA,,,
New Cuyama,California,CA,,,
Newark,California,CA,,,
Newberry Springs,California,CA,,,
Newcastle,California,CA,,,
Newman,California,CA,,,
Newport Beach,California,CA,,,
Nicasio,California,CA,,,
Nicolaus,California,CA,,,
Nipomo,California,CA,,,
Norco,California,CA,,,
Norden,California,CA,,,
North Fork,California,CA,,,
North Highlands,California,CA,,,
Desert Hot Springs,California,CA,,,
North San Juan,California,CA,,,
Norwalk,California,CA,,,
Novato,California,CA,,,
Nuevo,California,CA,,,
O Neals,California,CA,,,
Oak Park,California,CA,,,
Oak View,California,CA,,,
Oakdale,California,CA,,,
Oakhurst,California,CA,,,
Oakland,California,CA,,,
Oakley,California,CA,,,
Oakville,California,CA,,,
Occidental,California,CA,,,
Oceano,California,CA,,,
Oceanside,California,CA,,,
Ojai,California,CA,,,
Olancha,California,CA,,,
Olympic Valley,California,CA,,,
Ontario,California,CA,,,
Orange,California,CA,,,
Orangevale,California,CA,,,
Orinda,California,CA,,,
Orland,California,CA,,,
Orleans,California,CA,,,
Oro Grande,California,CA,,,
Orosi,California,CA,,,
Oroville,California,CA,,,
Oxnard,California,CA,,,
Pacific Grove,California,CA,,,
Pacifica,California,CA,,,
Pala,California,CA,,,
Palm Desert,California,CA,,,
Palm Springs,California,CA,,,
Palmdale,California,CA,,,
Palo Alto,California,CA,,,
Palo Cedro,California,CA,,,
Palomar Mountain,California,CA,,,
Palos Verdes Peninsula,California,CA,,,
Paradise,California,CA,,,
Paramount,California,CA,,,
Parker Dam,California,CA,,,
Parlier,California,CA,,,
Pasadena,California,CA,,,
Paskenta,California,CA,,,
Paso Robles,California,CA,,,
Patterson,California,CA,,,
Pearblossom,California,CA,,,
Penn Valley,California,CA,,,
Penngrove,California,CA,,,
Penryn,California,CA,,,
Perris,California,CA,,,
Pescadero,California,CA,,,
Petaluma,California,CA,,,
Petrolia,California,CA,,,
Phelan,California,CA,,,
Phillipsville,California,CA,,,
Pico Rivera,California,CA,,,
Piedmont,California,CA,,,
Piercy,California,CA,,,
Pine Grove,California,CA,,,
Pine Valley,California,CA,,,
Pinecrest,California,CA,,,
Pinole,California,CA,,,
Pismo Beach,California,CA,,,
Pittsburg,California,CA,,,
Pixley,California,CA,,,
Placentia,California,CA,,,
Placerville,California,CA,,,
Planada,California,CA,,,
Pleasant Grove,California,CA,,,
Pleasant Hill,California,CA,,,
Pleasanton,California,CA,,,
Plymouth,California,CA,,,
Point Arena,California,CA,,,
Naval Air Station Point Mugu,California,CA,,,
Point Reyes Station,California,CA,,,
Pollock Pines,California,CA,,,
Pomona,California,CA,,,
Port Costa,California,CA,,,
Port Hueneme,California,CA,,,
Naval Construction Battalion Center Port Hueneme,California,CA,,,
Porterville,California,CA,,,
Portola,California,CA,,,
Portola Valley,California,CA,,,
Poway,California,CA,,,
Quincy,California,CA,,,
Raisin City,California,CA,,,
Rancho Cordova,California,CA,,,
Rancho Cucamonga,California,CA,,,
Rancho Mirage,California,CA,,,
Rancho Palos Verdes,California,CA,,,
Rancho Santa Fe,California,CA,,,
Rancho Santa Margarita,California,CA,,,
Randsburg,California,CA,,,
Raymond,California,CA,,,
Red Bluff,California,CA,,,
Redding,California,CA,,,
Redlands,California,CA,,,
Redondo Beach,California,CA,,,
Redwood City,California,CA,,,
Redwood Valley,California,CA,,,
Reedley,California,CA,,,
Rescue,California,CA,,,
Rialto,California,CA,,,
Richgrove,California,CA,,,
Richmond,California,CA,,,
Richvale,California,CA,,,
Ridgecrest,California,CA,,,
Rio Dell,California,CA,,,
Rio Linda,California,CA,,,
Rio Oso,California,CA,,,
Rio Vista,California,CA,,,
Ripon,California,CA,,,
Riverbank,California,CA,,,
Riverdale,California,CA,,,
Riverside,California,CA,,,
Robbins,California,CA,,,
Rocklin,California,CA,,,
Rodeo,California,CA,,,
Rohnert Park,California,CA,,,
Rosamond,California,CA,,,
Rosemead,California,CA,,,
Roseville,California,CA,,,
Ross,California,CA,,,
Rough and Ready,California,CA,,,
Rowland Heights,California,CA,,,
Sacramento,California,CA,,,
Salida,California,CA,,,
Salinas,California,CA,,,
San Andreas,California,CA,,,
San Anselmo,California,CA,,,
San Ardo,California,CA,,,
San Bernardino,California,CA,,,
San Bruno,California,CA,,,
San Carlos,California,CA,,,
San Clemente,California,CA,,,
San Diego,California,CA,,,
San Dimas,California,CA,,,
San Fernando,California,CA,,,
San Francisco,California,CA,,,
San Gabriel,California,CA,,,
San Gregorio,California,CA,,,
San Jacinto,California,CA,,,
San Joaquin,California,CA,,,
San Jose,California,CA,,,
San Juan Bautista,California,CA,,,
San Juan Capistrano,California,CA,,,
San Leandro,California,CA,,,
San Lorenzo,California,CA,,,
San Lucas,California,CA,,,
San Luis Obispo,California,CA,,,
San Marcos,California,CA,,,
San Marino,California,CA,,,
San Martin,California,CA,,,
San Mateo,California,CA,,,
San Miguel,California,CA,,,
San Pablo,California,CA,,,
San Quentin,California,CA,,,
San Rafael,California,CA,,,
San Ramon,California,CA,,,
San Simeon,California,CA,,,
Sanger,California,CA,,,
Santa Ana,California,CA,,,
Santa Barbara,California,CA,,,
Santa Clara,California,CA,,,
Santa Clarita,California,CA,,,
Santa Cruz,California,CA,,,
Santa Fe Springs,California,CA,,,
Santa Margarita,California,CA,,,
Santa Maria,California,CA,,,
Santa Monica,California,CA,,,
Santa Paula,California,CA,,,
Santa Rosa,California,CA,,,
Santa Ynez,California,CA,,,
Santee,California,CA,,,
Saratoga,California,CA,,,
Sausalito,California,CA,,,
Scotts Valley,California,CA,,,
Seal Beach,California,CA,,,
Seaside,California,CA,,,
Sebastopol,California,CA,,,
Selma,California,CA,,,
Sequoia National Park,California,CA,,,
Shafter,California,CA,,,
Shandon,California,CA,,,
Shasta,California,CA,,,
Shasta Lake,California,CA,,,
Sheep Ranch,California,CA,,,
Shingle Springs,California,CA,,,
Shoshone,California,CA,,,
Sierra Madre,California,CA,,,
Sierraville,California,CA,,,
Silverado,California,CA,,,
Simi Valley,California,CA,,,
Sloughhouse,California,CA,,,
Smartsville,California,CA,,,
Snelling,California,CA,,,
Soda Springs,California,CA,,,
Solana Beach,California,CA,,,
Soledad,California,CA,,,
Solvang,California,CA,,,
Somis,California,CA,,,
Sonoma,California,CA,,,
Sonora,California,CA,,,
Soquel,California,CA,,,
South El Monte,California,CA,,,
South Gate,California,CA,,,
South Lake Tahoe,California,CA,,,
South Pasadena,California,CA,,,
South San Francisco,California,CA,,,
Spreckels,California,CA,,,
Spring Valley,California,CA,,,
Springville,California,CA,,,
Squaw Valley,California,CA,,,
Saint Helena,California,CA,,,
Stanford,California,CA,,,
Stanton,California,CA,,,
Stevenson Ranch,California,CA,,,
Stevinson,California,CA,,,
Stinson Beach,California,CA,,,
Stockton,California,CA,,,
Stonyford,California,CA,,,
Strathmore,California,CA,,,
Suisun City,California,CA,,,
Sultana,California,CA,,,
Sunnyvale,California,CA,,,
Sunol,California,CA,,,
Susanville,California,CA,,,
Sutter,California,CA,,,
Sutter Creek,California,CA,,,
Taft,California,CA,,,
Tahoe City,California,CA,,,
Tahoe Vista,California,CA,,,
Tehachapi,California,CA,,,
Temecula,California,CA,,,
Temple City,California,CA,,,
Templeton,California,CA,,,
Thermal,California,CA,,,
Thornton,California,CA,,,
Thousand Oaks,California,CA,,,
Thousand Palms,California,CA,,,
Three Rivers,California,CA,,,
Tipton,California,CA,,,
Tollhouse,California,CA,,,
Tomales,California,CA,,,
Topanga,California,CA,,,
Torrance,California,CA,,,
Trabuco Canyon,California,CA,,,
Tracy,California,CA,,,
Tranquillity,California,CA,,,
Traver,California,CA,,,
Travis Air Force Base,California,CA,,,
Truckee,California,CA,,,
Tulare,California,CA,,,
Tulelake,California,CA,,,
Tupman,California,CA,,,
Turlock,California,CA,,,
Tustin,California,CA,,,
Twain Harte,California,CA,,,
Twentynine Palms,California,CA,,,
Twin Peaks,California,CA,,,
Ukiah,California,CA,,,
Union City,California,CA,,,
Universal City,California,CA,,,
Upland,California,CA,,,
Upper Lake,California,CA,,,
Vacaville,California,CA,,,
Vallejo,California,CA,,,
Valley Center,California,CA,,,
Valley Springs,California,CA,,,
Venice,California,CA,,,
Ventura,California,CA,,,
Victorville,California,CA,,,
Vidal,California,CA,,,
Villa Park,California,CA,,,
Visalia,California,CA,,,
Vista,California,CA,,,
Wallace,California,CA,,,
Walnut,California,CA,,,
Walnut Creek,California,CA,,,
Warner Springs,California,CA,,,
Wasco,California,CA,,,
Washington,California,CA,,,
Waterford,California,CA,,,
Watsonville,California,CA,,,
Waukena,California,CA,,,
Weaverville,California,CA,,,
Weed,California,CA,,,
Weldon,California,CA,,,
Weott,California,CA,,,
West Covina,California,CA,,,
West Hollywood,California,CA,,,
West Sacramento,California,CA,,,
Westlake Village,California,CA,,,
Westley,California,CA,,,
Westminster,California,CA,,,
Westmorland,California,CA,,,
Westwood,California,CA,,,
Wheatland,California,CA,,,
Whitethorn,California,CA,,,
Whittier,California,CA,,,
Wildomar,California,CA,,,
Williams,California,CA,,,
Willits,California,CA,,,
Willow Creek,California,CA,,,
Willows,California,CA,,,
Wilton,California,CA,,,
Winchester,California,CA,,,
Windsor,California,CA,,,
Winterhaven,California,CA,,,
Winters,California,CA,,,
Woodacre,California,CA,,,
Woodbridge,California,CA,,,
Woodlake,California,CA,,,
Woodland,California,CA,,,
Wrightwood,California,CA,,,
Yermo,California,CA,,,
Yolo,California,CA,,,
Yorba Linda,California,CA,,,
Yosemite Valley,California,CA,,,
Yountville,California,CA,,,
Yreka,California,CA,,,
Yuba City,California,CA,,,
Yucaipa,California,CA,,,
Yucca Valley,California,CA,,,
New Pine Creek,California,CA,,,
Alta Sierra,California,CA,,,
Arden-Arcade,California,CA,,,
Avocado Heights,California,CA,,,
Bay Point,California,CA,,,
Baywood-Los Osos,California,CA,,,
Blackhawk,California,CA,,,
Bonita,California,CA,,,
Cameron Park,California,CA,,,
Camp Pendleton South,California,CA,,,
Canyon Lake,California,CA,,,
Commerce,California,CA,,,
Cotati,California,CA,,,
Coto de Caza,California,CA,,,
Del Monte Forest,California,CA,,,
Discovery Bay,California,CA,,,
East Whittier,California,CA,,,
East Los Angeles,California,CA,,,
East Palo Alto,California,CA,,,
Eastvale,California,CA,,,
Edwards Air Force Base,California,CA,,,
El Camino Village,California,CA,,,
Florence-Graham,California,CA,,,
Florin,California,CA,,,
Foothill Farms,California,CA,,,
Foster City,California,CA,,,
Furnace Creek,California,CA,,,
Gold River,California,CA,,,
Granite Bay,California,CA,,,
Graton,California,CA,,,
Happy Valley,California,CA,,,
Hawaiian Gardens,California,CA,,,
Hidden Meadows,California,CA,,,
Hillsborough,California,CA,,,
Idyllwild-Pine Cove,California,CA,,,
Irwindale,California,CA,,,
Isla Vista,California,CA,,,
Janesville,California,CA,,,
La Riviera,California,CA,,,
Laguna Woods,California,CA,,,
Lake of the Pines,California,CA,,,
Linda,California,CA,,,
Live Oak,California,CA,,,
Los Altos Hills,California,CA,,,
Lucas Valley-Marinwood,California,CA,,,
Montecito,California,CA,,,
North Tustin,California,CA,,,
Oildale,California,CA,,,
Olivehurst,California,CA,,,
Orange Cove,California,CA,,,
Orcutt,California,CA,,,
Pine Mountain Club,California,CA,,,
Prunedale,California,CA,,,
Rainbow,California,CA,,,
Rancho Calaveras,California,CA,,,
Rancho Murieta,California,CA,,,
Rancho San Diego,California,CA,,,
Rosemont,California,CA,,,
Rossmoor,California,CA,,,
Signal Hill,California,CA,,,
South Whittier,California,CA,,,
Tamalpais-Homestead Valley,California,CA,,,
Valle Vista,California,CA,,,
Vandenberg Air Force Base,California,CA,,,
Vineyard,California,CA,,,
West Carson,California,CA,,,
West Point,California,CA,,,
West Rancho Dominguez,California,CA,,,
Willowbrook,California,CA,,,
Woodcrest,California,CA,,,
Woodside,California,CA,,,
Yosemite Lakes,California,CA,,,
Agate,Colorado,CO,,,
Akron,Colorado,CO,,,
Alamosa,Colorado,CO,,,
Allenspark,Colorado,CO,,,
Alma,Colorado,CO,,,
Anton,Colorado,CO,,,
Arapahoe,Colorado,CO,,,
Arvada,Colorado,CO,,,
Aspen,Colorado,CO,,,
Ault,Colorado,CO,,,
Aurora,Colorado,CO,,,
Avon,Colorado,CO,,,
Bailey,Colorado,CO,,,
Basalt,Colorado,CO,,,
Bayfield,Colorado,CO,,,
Bennett,Colorado,CO,,,
Berthoud,Colorado,CO,,,
Bethune,Colorado,CO,,,
Black Hawk,Colorado,CO,,,
Boulder,Colorado,CO,,,
Breckenridge,Colorado,CO,,,
Briggsdale,Colorado,CO,,,
Brighton,Colorado,CO,,,
Broomfield,Colorado,CO,,,
Brush,Colorado,CO,,,
Buena Vista,Colorado,CO,,,
Buffalo Creek,Colorado,CO,,,
Burlington,Colorado,CO,,,
Byers,Colorado,CO,,,
Calhan,Colorado,CO,,,
Campo,Colorado,CO,,,
Canon City,Colorado,CO,,,
Carbondale,Colorado,CO,,,
Castle Rock,Colorado,CO,,,
Cedaredge,Colorado,CO,,,
Center,Colorado,CO,,,
Central City,Colorado,CO,,,
Cheraw,Colorado,CO,,,
Cheyenne Wells,Colorado,CO,,,
Clifton,Colorado,CO,,,
Coal Creek,Colorado,CO,,,
Collbran,Colorado,CO,,,
Colorado Springs,Colorado,CO,,,
Commerce City,Colorado,CO,,,
Aspen Park,Colorado,CO,,,
Cortez,Colorado,CO,,,
Craig,Colorado,CO,,,
Crawford,Colorado,CO,,,
Creede,Colorado,CO,,,
Crested Butte,Colorado,CO,,,
Cripple Creek,Colorado,CO,,,
Dacono,Colorado,CO,,,
De Beque,Colorado,CO,,,
Deer Trail,Colorado,CO,,,
Del Norte,Colorado,CO,,,
Delta,Colorado,CO,,,
Denver,Colorado,CO,,,
Dillon,Colorado,CO,,,
Dinosaur,Colorado,CO,,,
Divide,Colorado,CO,,,
Dolores,Colorado,CO,,,
Dove Creek,Colorado,CO,,,
Dupont,Colorado,CO,,,
Durango,Colorado,CO,,,
Eagle,Colorado,CO,,,
Eaton,Colorado,CO,,,
Edwards,Colorado,CO,,,
Elbert,Colorado,CO,,,
Eldorado Springs,Colorado,CO,,,
Elizabeth,Colorado,CO,,,
Empire,Colorado,CO,,,
Englewood,Colorado,CO,,,
Erie,Colorado,CO,,,
Estes Park,Colorado,CO,,,
Evergreen,Colorado,CO,,,
Fairplay,Colorado,CO,,,
Firestone,Colorado,CO,,,
Fleming,Colorado,CO,,,
Florence,Colorado,CO,,,
Florissant,Colorado,CO,,,
Fountain,Colorado,CO,,,
Franktown,Colorado,CO,,,
Frederick,Colorado,CO,,,
Frisco,Colorado,CO,,,
Fruita,Colorado,CO,,,
Fort Collins,Colorado,CO,,,
Fort Lupton,Colorado,CO,,,
Fort Morgan,Colorado,CO,,,
Georgetown,Colorado,CO,,,
Gilcrest,Colorado,CO,,,
Glen Haven,Colorado,CO,,,
Glenwood Springs,Colorado,CO,,,
Golden,Colorado,CO,,,
Granby,Colorado,CO,,,
Grand Junction,Colorado,CO,,,
Grand Lake,Colorado,CO,,,
Grant,Colorado,CO,,,
Greeley,Colorado,CO,,,
Grover,Colorado,CO,,,
Guffey,Colorado,CO,,,
Gunnison,Colorado,CO,,,
Gypsum,Colorado,CO,,,
Hartman,Colorado,CO,,,
Haxtun,Colorado,CO,,,
Hayden,Colorado,CO,,,
Henderson,Colorado,CO,,,
Holyoke,Colorado,CO,,,
Hot Sulphur Springs,Colorado,CO,,,
Hotchkiss,Colorado,CO,,,
Hudson,Colorado,CO,,,
Hugo,Colorado,CO,,,
Hygiene,Colorado,CO,,,
Idaho Springs,Colorado,CO,,,
Idledale,Colorado,CO,,,
Ignacio,Colorado,CO,,,
Indian Hills,Colorado,CO,,,
Jamestown,Colorado,CO,,,
Jefferson,Colorado,CO,,,
Joes,Colorado,CO,,,
Johnstown,Colorado,CO,,,
Julesburg,Colorado,CO,,,
Keenesburg,Colorado,CO,,,
Kersey,Colorado,CO,,,
Kiowa,Colorado,CO,,,
Kittredge,Colorado,CO,,,
Kremmling,Colorado,CO,,,
La Jara,Colorado,CO,,,
La Junta,Colorado,CO,,,
La Salle,Colorado,CO,,,
Lafayette,Colorado,CO,,,
Lamar,Colorado,CO,,,
Laporte,Colorado,CO,,,
Larkspur,Colorado,CO,,,
Las Animas,Colorado,CO,,,
Leadville,Colorado,CO,,,
Limon,Colorado,CO,,,
Littleton,Colorado,CO,,,
Livermore,Colorado,CO,,,
Longmont,Colorado,CO,,,
Louisville,Colorado,CO,,,
Louviers,Colorado,CO,,,
Loveland,Colorado,CO,,,
Lyons,Colorado,CO,,,
Mancos,Colorado,CO,,,
Manitou Springs,Colorado,CO,,,
Mead,Colorado,CO,,,
Meeker,Colorado,CO,,,
Merino,Colorado,CO,,,
Mesa,Colorado,CO,,,
Minturn,Colorado,CO,,,
Moffat,Colorado,CO,,,
Monte Vista,Colorado,CO,,,
Montrose,Colorado,CO,,,
Monument,Colorado,CO,,,
Morrison,Colorado,CO,,,
Nederland,Colorado,CO,,,
New Castle,Colorado,CO,,,
Raymer,Colorado,CO,,,
Niwot,Colorado,CO,,,
Nucla,Colorado,CO,,,
Nunn,Colorado,CO,,,
Oak Creek,Colorado,CO,,,
